RPM_Left,RPM_Right,dist_Left_RPM,dist_Right_RPM,Pos_Left,Pos_Right,dist_Left_pos,dist_Right_pos,time_stamp
15,-15,0.574670142612895,-0.6094537338623157,15,-15,-0.5960299395560636,0.5951572749300664,0.053224128
15,-15,0.5788533341592335,-0.6136369254086542,15,-15,-0.5995205980600523,0.5986479334340551,0.053262049
14,-15,0.583067049487862,-0.6181516204036135,14,-15,-0.6038839211900381,0.6038839211900381,0.057482882
14,-15,0.587268217400152,-0.6226528717382098,14,-15,-0.6073745796940268,0.6082472443200239,0.057311712
14,-15,0.5912043389001398,-0.626870144773911,14,-15,-0.6117379028240125,0.6126105674500096,0.053695988
14,-15,0.5951872363794889,-0.6311375349303565,14,-15,-0.614355896702004,0.6161012259539983,0.054334099
14,-15,0.5993816139382256,-0.6356315108861459,14,-15,-0.619591884457987,0.6213372137099813,0.057219079
14,-16,0.6033938113976827,-0.6402168794112396,14,-16,-0.6230825429619756,0.6257005368399671,0.054733805
14,-15,0.6073088186094928,-0.6444115299953219,14,-15,-0.6283185307179586,0.6283185307179585,0.05340795
15,-14,0.6113242920694092,-0.6481593052245772,15,-14,-0.6309365245959501,0.6318091892219472,0.051126596
14,-14,0.6157083547933075,-0.6525433679484756,14,-14,-0.6352998477259358,0.636172512351933,0.059806736
14,-15,0.6196388750011456,-0.6567546395997306,14,-15,-0.6405358354819188,0.6396631708559216,0.053619576
15,-15,0.6233483488543021,-0.6604641134528871,15,-15,-0.6440264939859075,0.6431538293599103,0.047230488
14,-14,0.6277652330742335,-0.6648809976728185,14,-14,-0.6475171524898962,0.6483898171158933,0.060254482
14,-15,0.6318583520228369,-0.6692664822606078,14,-15,-0.6527531402458792,0.6518804756198819,0.055837724
14,-16,0.6357936311885304,-0.6737639441642574,14,-16,-0.6562437987498678,0.6571164633758649,0.053684497
14,-15,0.6397107403143213,-0.6779608467990335,14,-15,-0.6606071218798536,0.6588617926278593,0.053436624
14,-14,0.6436747995160665,-0.6819249060007787,14,-14,-0.6649704450098394,0.6640977803838423,0.05407711
15,-14,0.6478958156808746,-0.6858645210879329,15,-14,-0.668461103513828,0.6675884388878309,0.053743647
14,-15,0.6517918363214356,-0.6900388289171054,14,-15,-0.6728244266438138,0.6710790973918196,0.053148938
15,-14,0.656080727616542,-0.6940417941258715,15,-14,-0.6771877497737996,0.6754424205218054,0.05460786
14,-15,0.6603847847093283,-0.6986532838681425,14,-15,-0.6815510729037854,0.6815510729037855,0.058715311
13,-16,0.6642902568523316,-0.7034600188133773,13,-16,-0.685041731407774,0.6859143960337712,0.057376172
13,-15,0.6684120805853707,-0.7082159692745763,13,-15,-0.6894050545377598,0.690277719163757,0.060554642
14,-15,0.6726411950691814,-0.7127471633643735,14,-15,-0.6937683776677456,0.6946410422937428,0.057692955
14,-16,0.6766527806615813,-0.7173318326128305,14,-16,-0.6981317007977313,0.6998770300497258,0.054725458
14,-15,0.6807867025736817,-0.7217610346615094,14,-15,-0.7024950239277171,0.7024950239277172,0.056394352
14,-14,0.6848158383488095,-0.7257901704366373,14,-14,-0.7068583470577029,0.7059856824317059,0.054964875
14,-14,0.68879256533178,-0.7297668974196078,14,-14,-0.7103490055616916,0.7094763409356946,0.054249922
15,-15,0.6928529137723991,-0.7338272458602269,15,-15,-0.7155849933176746,0.7155849933176747,0.051697962
14,-15,0.6971862524460323,-0.7384701087248339,14,-15,-0.7190756518216632,0.7199483164476604,0.059114766
14,-14,0.7013730393200153,-0.7426568955988169,14,-14,-0.723438974951649,0.7216936456996548,0.057115528
14,-15,0.705404635391542,-0.7469764628183098,14,-15,-0.7278022980816348,0.7278022980816349,0.054998438
15,-16,0.709983522156493,-0.7518606087009241,15,-16,-0.7330382858376178,0.7330382858376179,0.058300197
14,-16,0.7138263885782636,-0.7562524560400906,14,-16,-0.7356562797156092,0.7365289443416065,0.052423816
13,-15,0.7177093073270906,-0.7607327469041216,13,-15,-0.740019602845595,0.7408922674715923,0.057044835
14,-16,0.7217219145549494,-0.7653185837359603,14,-16,-0.745255590601578,0.7452555906015781,0.054739395
14,-15,0.7265868421843283,-0.7705310061960092,14,-15,-0.7487462491055666,0.7487462491055668,0.066366624
14,-15,0.730059960502835,-0.7742522043944091,14,-15,-0.7522369076095553,0.7531095722355525,0.047379767
14,-14,0.7335557308772351,-0.7777479747688093,14,-14,-0.7566002307395411,0.7574728953655383,0.047688783
14,-16,0.7380514332795594,-0.7828859203714655,14,-16,-0.7609635538695269,0.7618362184955241,0.061329708
13,-16,0.7412302423549889,-0.7867983007719943,13,-16,-0.7635815477475183,0.7653268769995127,0.046700601
14,-14,0.7453130171071255,-0.7908810755241309,14,-14,-0.7688175355035013,0.7688175355035014,0.05569661
15,-14,0.7497697476755908,-0.7950406907213652,15,-14,-0.7731808586334871,0.7723081940074901,0.056744856
15,-15,0.7533395780494545,-0.7986105210952289,15,-15,-0.7775441817634728,0.7757988525114787,0.045452492
14,-15,0.7567632574804187,-0.8022787490569763,14,-15,-0.7792895110154672,0.7810348402674617,0.046705329
14,-15,0.7606076940701977,-0.8063977882603108,14,-15,-0.783652834145453,0.7836528341454532,0.052445236
14,-15,0.7640175130666456,-0.810051165756505,14,-15,-0.7871434926494416,0.7888888219014362,0.046516247
14,-16,0.7681516971865407,-0.8147759476078138,14,-16,-0.7923794804054246,0.7932521450314219,0.056397929
14,-16,0.772127129403987,-0.8193192987134665,14,-16,-0.7958701389094133,0.7967428035354106,0.054232259
14,-15,0.7758498444732758,-0.8233079220019902,14,-15,-0.7993607974134019,0.799360797413402,0.050784729
14,-14,0.7792540525747724,-0.8267121301034869,14,-14,-0.8028514559173906,0.804596785169385,0.046439704
14,-15,0.7834778213035798,-0.8312375965986376,14,-15,-0.8080874436733736,0.8080874436733737,0.057620029
14,-15,0.7874791737548131,-0.8355247599392448,14,-15,-0.8115781021773623,0.8133234314293567,0.054585859
14,-15,0.7916739560972913,-0.8400191695918999,14,-15,-0.8150687606813509,0.8168140899333454,0.057224601
14,-15,0.7958913530374067,-0.844537809170595,14,-15,-0.8203047484373339,0.8220500776893284,0.057533106
14,-15,0.7999634884718626,-0.8489008114217979,14,-15,-0.8237954069413226,0.825540736193317,0.05555147
14,-15,0.804257285227762,-0.8535013079459758,14,-15,-0.8290313946973056,0.8307767239493,0.058575341
15,-14,0.8086878525340683,-0.8576365040985284,15,-14,-0.8342673824532886,0.8325220532012944,0.056411735
15,-14,0.812725438486576,-0.8614049176542022,15,-14,-0.8377580409572772,0.8377580409572774,0.051408141
14,-15,0.816790633807757,-0.8657604840697533,14,-15,-0.8412486994612659,0.841248699461266,0.055456794
14,-15,0.8209500470529435,-0.8702169982610245,14,-15,-0.8464846872172489,0.846484687217249,0.056742101
15,-14,0.8250309656997805,-0.874025855664739,15,-14,-0.8499753457212376,0.8491026810952405,0.05195987
14,-15,0.8284540518095561,-0.8776934479252129,14,-15,-0.852593339599229,0.8534660042252262,0.046697235
13,-16,0.8319367714059347,-0.8819798720438327,13,-16,-0.8560839981032177,0.857829327355212,0.051165419
13,-16,0.835085518659802,-0.8858552532793615,13,-16,-0.8595746566072063,0.8613199858592007,0.046258956
14,-15,0.8385220113800911,-0.8895372097653856,14,-15,-0.863065315111195,0.8648106443631893,0.046880126
13,-15,0.8426654264364443,-0.894318073291947,13,-15,-0.8674286382411808,0.8700466321191723,0.060871845
13,-16,0.8464338226086388,-0.8989560993500325,13,-16,-0.8717919613711665,0.873537290623161,0.055362358
14,-16,0.8497237178609925,-0.9027159796384369,14,-16,-0.8761552845011523,0.8770279491271497,0.044880265
15,-14,0.8533206022956121,-0.9060730717774151,15,-14,-0.879645943005141,0.8796459430051411,0.045796955
15,-14,0.8577009258749901,-0.9101613737848346,15,-14,-0.8831366015091296,0.8848819307611241,0.055772012
14,-15,0.8620954225192414,-0.9148697630465324,14,-15,-0.8883725892651126,0.8892452538911099,0.059949074
